age2,Embarked,Fare,SibSp,Parch,Pclass,Sex,Survived
24.0,S,73.5,2,0,2,male,0
32.368090452261306,S,7.8958,0,0,3,male,0
32.0,Q,15.5,1,1,3,female,0
23.0,S,13.0,0,0,2,male,0
58.0,C,113.275,0,2,1,male,0
50.0,S,133.65,2,0,1,male,1
40.0,C,7.225,0,0,3,male,0
47.0,S,25.5875,0,0,1,male,0
36.0,S,7.4958,0,0,3,male,0
20.0,S,7.925,1,0,3,male,1
32.0,S,73.5,2,0,2,male,0
25.0,S,13.0,0,0,2,male,0
32.368090452261306,S,7.775,0,0,3,male,0
43.0,S,8.05,0,0,3,male,0
35.898148148148145,S,52.0,1,0,1,female,1
40.0,S,39.0,1,1,2,female,1
31.0,S,52.0,1,0,1,male,0
70.0,S,10.5,0,0,2,male,0
31.0,S,13.0,0,0,2,male,1
32.368090452261306,S,0.0,0,0,2,male,0
18.0,S,7.775,0,0,3,male,0
24.5,S,8.05,0,0,3,male,0
18.0,S,9.8417,0,0,3,female,1
43.0,S,46.9,1,6,3,female,0
36.0,C,512.3292,0,1,1,male,1
21.773972602739725,Q,8.1375,0,0,3,female,0
27.0,C,76.7292,0,0,1,male,1
20.0,S,9.225,0,0,3,male,0
14.0,S,46.9,5,2,3,male,0
60.0,S,39.0,1,1,2,male,0
25.0,C,41.5792,1,2,2,male,0
14.0,S,39.6875,4,1,3,male,0
19.0,S,10.1708,0,0,3,male,0
18.0,S,7.7958,0,0,3,male,0
15.0,S,211.3375,0,1,1,female,1
31.0,S,57.0,1,0,1,male,1
4.0,C,13.4167,0,1,3,female,1
32.368090452261306,S,56.4958,0,0,3,male,1
25.0,C,7.225,0,0,3,male,0
60.0,S,26.55,0,0,1,male,0
52.0,S,13.5,0,0,2,male,0
44.0,S,8.05,0,0,3,male,0
21.773972602739725,Q,7.7333,0,0,3,female,1
49.0,C,110.8833,1,1,1,male,0
42.0,S,7.65,0,0,3,male,0
18.0,C,227.525,1,0,1,female,1
35.0,S,26.2875,0,0,1,male,1
18.0,C,14.4542,0,1,3,female,0
25.0,Q,7.7417,0,0,3,male,0
26.0,S,7.8542,1,0,3,male,0
39.0,S,26.0,0,0,2,male,0
45.0,S,13.5,0,0,2,female,1
42.0,S,26.2875,0,0,1,male,1
22.0,S,151.55,0,0,1,female,1
4.574166666666667,C,15.2458,1,1,3,male,1
24.0,C,49.5042,0,0,1,female,1
32.368090452261306,S,26.55,0,0,1,male,0
48.0,S,52.0,1,0,1,male,1
29.0,S,9.4833,0,0,3,male,0
52.0,S,13.0,0,0,2,male,0
19.0,S,7.65,0,0,3,male,0
38.0,C,227.525,0,0,1,female,1
27.0,S,10.5,0,0,2,female,1
32.368090452261306,Q,15.5,0,0,3,male,0
33.0,S,7.775,0,0,3,male,0
6.0,S,33.0,0,1,2,female,1
17.0,S,7.0542,1,0,3,male,0
34.0,S,13.0,0,0,2,male,0
50.0,S,13.0,0,0,2,male,0
27.0,S,53.1,1,0,1,male,1
20.0,S,8.6625,0,0,3,male,0
30.0,S,21.0,3,0,2,female,1
21.773972602739725,Q,7.7375,0,0,3,female,1
25.0,S,26.0,1,0,2,male,0
25.0,S,7.925,1,0,3,female,0
29.0,S,211.3375,0,0,1,female,1
11.0,C,18.7875,0,0,3,male,0
32.368090452261306,S,0.0,0,0,2,male,0
23.0,S,13.0,0,0,2,male,0
23.0,S,13.0,0,0,2,male,0
28.5,S,16.1,0,0,3,male,0
48.0,S,34.375,1,3,3,female,0
35.0,C,512.3292,0,0,1,male,1
32.368090452261306,S,7.8958,0,0,3,male,0
32.368090452261306,S,7.8958,0,0,3,male,0
32.368090452261306,S,30.0,0,0,1,male,1
36.0,S,78.85,1,0,1,male,0
21.0,C,262.375,2,2,1,female,1
24.0,S,16.1,1,0,3,male,0
31.0,S,7.925,0,0,3,male,1
70.0,S,71.0,1,1,1,male,0
16.0,S,20.25,1,1,3,male,0
30.0,S,13.0,0,0,2,female,1
19.0,S,53.1,1,0,1,male,0
31.0,Q,7.75,0,0,3,male,0
4.0,S,23.0,1,1,2,female,1
6.0,S,12.475,0,1,3,male,1
33.0,S,9.5,0,0,3,male,0
23.0,S,7.8958,0,0,3,male,0
48.0,S,65.0,1,2,2,female,1
0.67,S,14.5,1,1,2,male,1
28.0,S,7.7958,0,0,3,male,0
18.0,S,11.5,0,0,2,male,0
34.0,S,8.05,0,0,3,male,0
33.0,S,86.5,0,0,1,female,1
32.368090452261306,S,14.5,0,0,3,male,0
41.0,S,7.125,0,0,3,male,0
20.0,C,7.2292,0,0,3,male,1
36.0,S,120.0,1,2,1,female,1
16.0,S,7.775,0,0,3,male,0
51.0,S,77.9583,1,0,1,female,1
42.0,C,39.6,0,0,1,male,0
30.5,Q,7.75,0,0,3,female,0
32.368090452261306,Q,24.15,1,0,3,male,0
32.0,S,8.3625,0,0,3,male,0
24.0,S,9.5,0,0,3,male,0
48.0,S,7.8542,0,0,3,male,0
57.0,S,10.5,0,0,2,female,0
32.368090452261306,C,7.225,0,0,3,male,0
54.0,S,23.0,1,3,2,female,1
18.0,S,7.75,0,0,3,male,0
32.368090452261306,Q,7.75,0,0,3,male,0
5.0,S,12.475,0,0,3,female,1
32.368090452261306,Q,7.7375,0,0,3,male,0
43.0,S,211.3375,0,1,1,female,1
13.0,C,7.2292,0,0,3,female,1
17.0,S,57.0,1,0,1,female,1
29.0,S,30.0,0,0,1,male,0
32.368090452261306,S,23.45,1,2,3,male,0
25.0,S,7.05,0,0,3,male,0
25.0,S,7.25,0,0,3,male,0
18.0,S,7.4958,0,0,3,female,1
8.0,Q,29.125,4,1,3,male,0
1.0,S,20.575,1,2,3,male,1
46.0,C,79.2,0,0,1,male,0
32.368090452261306,Q,7.75,0,0,3,male,0
16.0,S,26.0,0,0,2,male,0
21.773972602739725,S,69.55,8,2,3,female,0
32.368090452261306,C,30.6958,0,0,1,male,0
25.0,S,7.8958,0,0,3,male,0
39.0,S,13.0,0,0,2,male,0
49.0,S,25.9292,0,0,1,female,1
31.0,S,8.6833,0,0,3,female,1
30.0,C,7.2292,0,0,3,male,0
30.0,S,24.15,1,1,3,female,0
34.0,S,13.0,0,0,2,male,0
31.0,S,26.25,1,1,2,female,1
11.0,S,120.0,1,2,1,male,1
0.42,C,8.5167,0,1,3,male,1
27.0,S,6.975,0,0,3,male,1
31.0,S,7.775,0,0,3,male,0
39.0,S,0.0,0,0,1,male,0
18.0,S,7.775,0,0,3,female,0
39.0,S,13.0,0,0,2,male,0
33.0,S,53.1,1,0,1,female,1
26.0,S,7.8875,0,0,3,male,0
39.0,S,24.15,0,0,3,male,0
35.0,S,10.5,0,0,2,male,0
6.0,S,31.275,4,2,3,female,0
30.5,S,8.05,0,0,3,male,0
32.368090452261306,S,0.0,0,0,1,male,0
23.0,S,7.925,0,0,3,female,0
31.0,C,37.0042,1,1,2,male,0
43.0,S,6.45,0,0,3,male,0
10.0,S,27.9,3,2,3,male,0
52.0,S,93.5,1,1,1,female,1
27.0,S,8.6625,0,0,3,male,1
38.0,S,0.0,0,0,1,male,0
27.0,S,12.475,0,1,3,female,1
2.0,S,39.6875,4,1,3,male,0
32.368090452261306,Q,6.95,0,0,3,male,0
32.368090452261306,S,56.4958,0,0,3,male,0
1.0,C,37.0042,0,2,2,male,1
32.368090452261306,Q,7.75,0,0,3,male,1
62.0,S,80.0,0,0,1,female,1
15.0,C,14.4542,1,0,3,female,1
0.83,S,18.75,1,1,2,male,1
32.368090452261306,C,7.2292,0,0,3,male,0
23.0,S,7.8542,0,0,3,male,0
18.0,S,8.3,0,0,3,male,0
39.0,C,83.1583,1,1,1,female,1
21.0,S,8.6625,0,0,3,male,0
32.368090452261306,S,8.05,0,0,3,male,0
32.0,S,56.4958,0,0,3,male,1
32.368090452261306,C,29.7,0,0,1,male,1
20.0,S,7.925,0,0,3,male,0
16.0,S,10.5,0,0,2,male,0
30.0,C,31.0,0,0,1,female,1
34.5,C,6.4375,0,0,3,male,0
17.0,S,8.6625,0,0,3,male,0
42.0,S,7.55,0,0,3,male,0
32.368090452261306,S,69.55,8,2,3,male,0
35.0,C,7.8958,0,0,3,male,0
28.0,S,33.0,0,1,2,male,0
35.898148148148145,C,89.1042,1,0,1,female,1
4.0,S,31.275,4,2,3,male,0
74.0,S,7.775,0,0,3,male,0
9.0,C,15.2458,1,1,3,female,0
16.0,S,39.4,0,1,1,female,1
44.0,S,26.0,1,0,2,female,0
18.0,S,9.35,0,1,3,female,1
45.0,S,164.8667,1,1,1,female,1
51.0,S,26.55,0,0,1,male,1
24.0,C,19.2583,0,3,3,female,1
32.368090452261306,C,7.2292,0,0,3,male,0
41.0,S,14.1083,2,0,3,male,0
21.0,S,11.5,1,0,2,male,0
48.0,S,25.9292,0,0,1,female,1
21.773972602739725,S,69.55,8,2,3,female,0
24.0,S,13.0,0,0,2,male,0
42.0,S,13.0,0,0,2,female,1
27.0,C,13.8583,1,0,2,female,1
31.0,S,50.4958,0,0,1,male,0
32.368090452261306,S,9.5,0,0,3,male,0
4.0,S,11.1333,1,1,3,male,1
26.0,S,7.8958,0,0,3,male,0
47.0,S,52.5542,1,1,1,female,1
33.0,S,5.0,0,0,1,male,0
47.0,S,9.0,0,0,3,male,0
28.0,C,24.0,1,0,2,female,1
15.0,C,7.225,0,0,3,female,1
20.0,S,9.8458,0,0,3,male,0
19.0,S,7.8958,0,0,3,male,0
32.368090452261306,S,7.8958,0,0,3,male,0
56.0,C,83.1583,0,1,1,female,1
25.0,S,26.0,0,1,2,female,1
33.0,S,7.8958,0,0,3,male,0
22.0,S,10.5167,0,0,3,female,0
28.0,S,10.5,0,0,2,male,0
25.0,S,7.05,0,0,3,male,0
39.0,Q,29.125,0,5,3,female,0
27.0,S,13.0,0,0,2,male,0
19.0,S,30.0,0,0,1,female,1
21.773972602739725,S,23.45,1,2,3,female,0
26.0,C,30.0,0,0,1,male,1
32.0,Q,7.75,0,0,3,male,0
